OriginalOrder,BuildingID,Use,BuildingName,Occupancy,LandscapeArea,ConditionedArea,RooftopArea,EnergyBase,OldEnergyBase,JobsBase,OpCostEnergyBase,OpCostWaterBase,ExpenditureFoodBase,OpCostBase,FoodPercentageBase,WaterBase,CO2EnergyBase,CO2WaterBase,CO2FoodBase,CO2EmissionsBase,EnergyHighPerformance,JobsHighPerformance,OpCostEnergyHP,OpCostWaterHP,OpCostFoodHP,OpCostHP,InvestmentCostHP,WaterHighPerformance,CO2EnergyHP,CO2WaterHP,CO2FoodHP,CO2EmissionsHighPerformance,EnergyWaterEfficient,JobsWaterEfficient,OpCostEnergyWaterEfficient,OpCostWaterWaterEfficient,OpCostFoodWaterEfficient,OpCostWaterEfficient,InvestmentCostWaterEfficient,WaterWaterEfficient,CO2EnergyWaterEfficient,CO2WaterWaterEfficient,CO2FoodWaterEfficient,CO2EmissionsWaterEfficient,EnergyGreenery,JobsGreenery,OpCostEnergyGreenery,OpCostWaterGreenery,OpCostFoodGreenery,OpCostGreenery,InvestmentCostGreenery,WaterGreenery,CO2EnergyGreenery,CO2WaterGreenery,CO2FoodGreenery,CO2EmissionsGreenery,EnergyPVPanels,JobsPVPanels,OpCostEnergyPVPanels,OpCostWaterPVPanels,OpCostFoodPVPanels,OpCostPVPanels,InvestmentCostPVPanels,CO2EnergyPV,CO2WaterPV,CO2FoodPV,CO2EmissionsPVPanels,EnergyGreenhouse,JobsGreenhouse,OpCostEnergyGreenhouse,OpCostWaterGreenhouse,OpCostFoodGreenhouse,OpCostGreenhouse,InvestmentCostGreenhouse,FoodPercentageGreenhouse100,WaterGreenhouse100,CO2EnergyGreenhouse,CO2WaterGreenhouse,CO2FoodGreenhouse,CO2EmissionsGreenhouse
1614,90829cdb-0562-4dbc-8faf-5a7a9e8d769c,Residential,R493_1_1,5,116.82714,100.64709,100.64709,18570.50761,18305.31,0,3342.691369,3017.10,1481.29,7841.08092,0,439650.5721,14057.87426,2253.16,1874.07,18185.106,-9335.543,0.02006460466,-1680.39774,0,0,-1680.39774,23274.70077,0,-7067.006051,0,0,-7067.006051,-1293.270922,0,-232.788766,-229.3300182,0,-462.1187843,147.1963691,-33417.85329,-979.0060883,0,0,-979.0060883,-74.25533018,0,-11.97367199,-647.2190088,0,-659.1926808,5140.39416,-94312.42387,-9.064069698,0,0,-9.064069698,-19475.21192,0.010064709,-3505.538145,0,0,-3505.538145,1981489.584,-14742.73542,0,0,-14742.73542,14040.26906,0.03396839288,2263.993385,900.1893311,0,27104.48326,72692.36075,0.02004526956,144252.4417,10628.48367,0,-9526.247069,1102.236606
1615,90924a4d-ee37-41a3-b1af-13e7b1cd6013,Residential,R1126_1_1,22,136.0715475,457.64429,457.64429,73885.47241,73576.59,0,13299.38503,5299.26,6517.67,25116.31433,0,772206.0906,55931.30262,10245.17,8245.91,74422.38119,-33668.05,0.04278524465,-6060.249,0,0,-6060.249,83314.45848,0,-25486.71385,0,0,-25486.71385,-5880.528221,0,-1058.49508,-1042.768086,0,-2101.263165,669.3047741,-151951.6336,-4451.559863,0,0,-4451.559863,-86.48707559,0,-13.94604094,-753.832475,0,-767.778516,5987.14809,-109848.0838,-10.55715299,0,0,-10.55715299,-88554.17012,0.045764429,-15939.75062,0,0,-15939.75062,9009871.959,-67035.50678,0,0,-67035.50678,63841.37846,0.1544549479,10294.42228,4093.178524,0,123244.6164,330533.5885,0.09114623340,655918.6786,48327.92349,0,-43316.03205,5011.891442
1616,909b8fd4-e8eb-4038-ba9c-71c3cbba7478,Residential,R1904_1_1,13,178.9412775,266.18494,266.18494,46203.3367,45797.14,0,8316.600606,5208.69,3851.35,17376.64067,0,759008.0245,34975.92588,5959.02,4872.58,45807.5249,-21356.16,0.03263035029,-3844.1088,0,0,-3844.1088,52058.39829,0,-16166.61312,0,0,-16166.61312,-3420.359624,0,-615.6647323,-606.5172589,0,-1222.181991,389.2954748,-88381.38563,-2589.212235,0,0,-2589.212235,-113.735076,0,-18.339781,-991.3295511,0,-1009.669332,7873.41621,-144456.0366,-13.88321422,0,0,-13.88321422,-51506.78589,0.026618494,-9271.22146,0,0,-9271.22146,5240516.006,-38990.63692,0,0,-38990.63692,37132.79913,0.08983741725,5987.66386,2380.762753,0,71684.19127,192252.0729,0.05301443763,381509.5653,28109.52894,0,-25194.40457,2915.12437
1617,90ba30ce-4dce-42f3-a620-7426636fb086,Residential,R2167_1_1,23,144.06015,474.9978,474.9978,71677.88654,71350.87,0,12902.01958,5560.48,6813.92,25276.42682,0,810271.0004,54260.16011,10633.66,8620.72,73514.54146,-29609.21,0.04358888849,-5329.6578,0,0,-5329.6578,86093.17764,0,-22414.17197,0,0,-22414.17197,-6103.513206,0,-1098.632377,-1082.309028,0,-2180.941405,694.6842825,-157713.5195,-4620.359497,0,0,-4620.359497,-91.56463134,0,-14.7647968,-798.089104,0,-812.8539008,6338.6466,-116297.1372,-11.17695118,0,0,-11.17695118,-91912.0743,0.04749978,-16544.17337,0,0,-16544.17337,9351519.187,-69577.44025,0,0,-69577.44025,66262.1931,0.1603117575,10684.77864,4248.388621,0,127917.9549,343067.1611,0.09460242658,680790.5969,50160.48018,0,-44958.54177,5201.938407
1618,90e71c41-0f63-4205-9a22-8fc2d8e6fc98,Residential,R827_1_1,14,217.4185642,290.57312,290.57312,47175.55014,46682.01,0,8491.599025,6156.44,4147.61,18795.64733,0,897113.7779,35711.89146,6504.99,5247.40,47464.27669,-20759.87,0.03409241089,-3736.7766,0,0,-3736.7766,56118.12985,0,-15715.22159,0,0,-15715.22159,-3733.73703,0,-672.0726655,-662.0870897,0,-1334.159755,424.963188,-96478.99303,-2826.438932,0,0,-2826.438932,-138.1912394,0,-22.28333735,-1204.492617,0,-1226.775955,9566.416825,-175518.0499,-16.86848638,0,0,-16.86848638,-56225.89872,0.029057312,-10120.66177,0,0,-10120.66177,5720658.3,-42563.00533,0,0,-42563.00533,40534.95024,0.098068428,6536.260726,2598.891061,0,78251.98192,209866.4359,0.05787168330,416463.9242,30684.95733,0,-27502.74581,3182.211524
1619,91334f34-7877-44ba-975c-8a28aa6071ed,Residential,R1520_1_1,20,258.803385,400.68298,400.68298,65355.02368,64767.54,0,11763.90426,7615.68,5925.15,25304.72942,0,1109752.3,49473.75293,8969.99,7496.28,65940.02461,-29930.08,0.04003413444,-5387.4144,0,0,-5387.4144,74140.9479,0,-22657.07056,0,0,-22657.07056,-5148.600393,0,-926.7480708,-912.9785581,0,-1839.726629,585.9988583,-133038.7698,-3897.490498,0,0,-3897.490498,-164.4954315,0,-26.52488833,-1433.763339,0,-1460.288227,11387.34894,-208927.2625,-20.07934047,0,0,-20.07934047,-77532.15663,0.040068298,-13955.78819,0,0,-13955.78819,7888446.169,-58691.84257,0,0,-58691.84257,55895.27571,0.1352305058,9013.113208,3583.715573,0,107904.81,289393.2823,0.07980159529,574278.8811,42312.72371,0,-37924.64406,4388.079655
1620,913af9f5-33bc-4dc8-a643-edfc7ce8676c,Residential,R746_1_1,18,0,379.18066,379.18066,58149.21,58149.21,0,10466.8578,1988.44,5332.64,17787.93438,0,289754.6931,44018.95197,8488.62,6746.65,59254.22848,-24819.95,0.03894512344,-4467.591,0,0,-4467.591,70654.5734,0,-18788.70215,0,0,-18788.70215,-4872.305021,0,-877.0149037,-863.9843205,0,-1740.999224,554.5517153,-125899.3545,-3688.334901,0,0,-3688.334901,0,0,0,0,0,0,0,0,0,0,0,0,-73371.45771,0.037918066,-13206.86239,0,0,-13206.86239,7465119.244,-55542.19349,0,0,-55542.19349,52895.70207,0.1279734728,8529.431959,3391.398447,0,102114.1878,273863.2317,0.07551910882,543460.6809,40042.04647,0,-35889.44947,4152.596998
1621,914700fb-8020-4fdf-aa40-29c24331b4c1,Residential,R2088_1_1,29,210.23394,590.6012,590.6012,85129.49104,84652.26,0,15323.30839,7576.72,8591.47,31491.49387,0,1104075.48,64443.02472,13221.64,10869.61,88534.27505,-34218.05,0.04860457592,-6159.249,0,0,-6159.249,104447.0481,0,-25903.06385,0,0,-25903.06385,-7588.966146,0,-1366.013906,-1345.717834,0,-2711.73174,863.754255,-196097.3164,-5744.847373,0,0,-5744.847373,-133.6246923,0,-21.54698163,-1164.690005,0,-1186.236987,9250.29336,-169718.0335,-16.31106509,0,0,-16.31106509,-114281.3322,0.05906012,-20570.6398,0,0,-20570.6398,11627461.13,-86510.96848,0,0,-86510.96848,82388.8674,0.199327905,13285.20487,5282.34745,0,159050.2054,426561.7167,0.11762645356,846479.1699,62368.37262,0,-55900.40358,6467.969042
1622,915bf844-589b-46aa-ad25-2f91e029fca8,Residential,R315_1_1,16,256.0518225,324.49146,324.49146,50318.94764,49737.71,0,9057.410575,7157.49,4740.12,20955.0246,0,1042986.379,38091.44336,7264.31,5997.02,51352.77816,-21783.4,0.03602729299,-3921.012,0,0,-3921.012,61718.50105,0,-16490.0338,0,0,-16490.0338,-4169.572809,0,-750.5231057,-739.3719226,0,-1489.895028,474.5687603,-107740.8995,-3156.366617,0,0,-3156.366617,-162.7465384,0,-26.24287931,-1418.519761,0,-1444.762641,11266.28019,-206705.9762,-19.86585964,0,0,-19.86585964,-62789.09751,0.032449146,-11302.03755,0,0,-11302.03755,6388425.619,-47531.34682,0,0,-47531.34682,45266.55867,0.1095158678,7299.232586,2902.257287,0,87386.26567,234363.957,0.06462699305,465077.385,34266.78491,0,-30713.11669,3553.668224
1623,918553f2-8991-4f46-a5d0-e04ff7b22b5c,Residential,R1676_1_1,20,2201.55717,410.53235,410.53235,71032.70478,66035.17,0,12785.88686,49062.71,5925.15,67773.74841,0,7149393.304,53771.75752,9190.49,7496.28,70458.52463,-30526.74,0.04052319583,-5494.8132,0,0,-5494.8132,75733.37806,0,-23108.74218,0,0,-23108.74218,-5275.160474,0,-949.5288853,-935.420898,0,-1884.949783,600.4035619,-136309.0562,-3993.296479,0,0,-3993.296479,-1399.309737,0,-225.6386951,-12196.56365,0,-12422.20235,96868.51548,-1777277.035,-170.8084922,0,0,-170.8084922,-79438.00973,0.041053235,-14298.84175,0,0,-14298.84175,8082355.641,-60134.57336,0,0,-60134.57336,57269.26283,0.1385546681,9234.668631,3671.80851,0,110557.2671,296506.9898,0.08176323448,588395.4906,43352.83196,0,-38856.88693,4495.945031
1624,91d88cd1-9d0f-4247-bd07-2107de0ba0ff,Residential,R1171_1_1,13,0,271.60266,271.60266,46231.4,46231.4,0,8321.652,1424.30,3851.35,13597.29689,0,207547.8887,34997.1698,6080.30,4872.58,45950.05399,-21279.35,0.03296074392,-3830.283,0,0,-3830.283,52962.85291,0,-16108.46795,0,0,-16108.46795,-3489.974947,0,-628.1954905,-618.8618366,0,-1247.057327,397.2188903,-90180.2312,-2641.911035,0,0,-2641.911035,0,0,0,0,0,0,0,0,0,0,0,0,-52555.11471,0.027160266,-9459.920648,0,0,-9459.920648,5347177.369,-39784.22184,0,0,-39784.22184,37888.57107,0.09166589775,6109.532085,2429.218936,0,73143.19521,196165.0212,0.05409345202,389274.5124,28681.6483,0,-25707.19177,2974.456531
1625,91e84527-4631-463d-9f39-8ecc880547f7,Residential,R887_1_1,15,364.5665775,319.52478,319.52478,51622.19613,50794.63,0,9291.995304,9443.64,4443.86,23179.49338,0,1376121.759,39078.00247,7153.12,5622.21,51853.33542,-23015.97,0.03575051216,-4142.8746,0,0,-4142.8746,60901.4775,0,-17423.08929,0,0,-17423.08929,-4105.753152,0,-739.0355673,-728.0550647,0,-1467.090632,467.3049908,-106091.8127,-3108.055136,0,0,-3108.055136,-231.7185167,0,-37.36461081,-2019.688395,0,-2057.053006,16040.92941,-294307.9629,-28.28501038,0,0,-28.28501038,-61828.04493,0.031952478,-11129.04809,0,0,-11129.04809,6290644.106,-46803.83001,0,0,-46803.83001,44573.70681,0.1078396133,7187.510223,2857.835214,0,86048.7278,230776.7724,0.06363780957,457958.8909,33742.29606,0,-30243.02043,3499.275628
1626,92027674-fe3e-4ac6-8d88-bec37ca565e7,Residential,R1396_1_1,121,323.6586375,2421.98336,302.74792,390575.0051,389840.3,0,70303.50092,19597.38,35847.16,125748.0384,0,2855720.218,295665.2789,54220.35,45352.49,395238.1208,-160457.8,0.2783944459,-28882.404,0,0,-28882.404,278269.9248,0,-121466.5546,0,0,-121466.5546,-31121.42293,0,-5601.856127,-5518.624414,0,-11120.48054,3542.150664,-804171.135,-23558.91715,0,0,-23558.91715,-205.71743,0,-33.17193559,-1793.05958,0,-1826.231515,14240.98005,-261283.7275,-25.11115524,0,0,-25.11115524,-58581.72252,0.030274792,-10544.71005,0,0,-10544.71005,5960349.675,-44346.36395,0,0,-44346.36395,42233.33484,0.102177423,6810.125243,2707.782685,0,81530.68241,218659.6852,0.06029646427,433913.4563,31970.63447,0,-28655.09063,3315.543846
1627,922cdf4b-fe5d-4af2-bdf8-2940e35913b7,Residential,R71_1_1,19,579.776235,380.41138,380.41138,61020.67205,59704.58,0,10983.72097,14348.53,5628.89,30961.13875,0,2090859.785,46192.64874,8516.18,7121.47,61830.29109,-24106.69,0.03900827502,-4339.2042,0,0,-4339.2042,70854.50289,0,-18248.76433,0,0,-18248.76433,-4888.119232,0,-879.8614618,-866.7885848,0,-1746.650047,556.3516433,-126307.9905,-3700.306259,0,0,-3700.306259,-368.505775,0,-59.42155621,-3211.943733,0,-3271.365289,25510.15434,-468042.8026,-44.98211805,0,0,-44.98211805,-73609.60203,0.038041138,-13249.72837,0,0,-13249.72837,7489349.044,-55722.46874,0,0,-55722.46874,53067.38751,0.1283888408,8557.116236,3402.406028,0,102445.6234,274752.1192,0.07576422385,545224.6104,40172.01235,0,-36005.93712,4166.075228
1628,923ca0de-48b8-4484-9a32-ad83a9224b0a,Residential,R1554_1_1,16,1.357846747,326.96045,65.39209,62499.25231,62496.17,0,11249.86542,1743.53,4740.12,17733.51414,0,254066.1166,47311.934,7319.58,5997.02,60628.54147,-29809.77,0.08086537578,-5365.7586,0,0,-5365.7586,59842.38047,0,-22565.99589,0,0,-22565.99589,-4201.298247,0,-756.2336844,-744.9976542,0,-1501.231339,478.1796581,-108560.6782,-3180.382773,0,0,-3180.382773,-0.8630473924,0,-0.139166392,-7.522432079,0,-7.661598471,59.74525687,-1096.164966,-0.1053489588,0,0,-0.1053489588,-12653.36942,0.006539209,-2277.606495,0,0,-2277.606495,1287406.772,-9578.600647,0,0,-9578.600647,9122.196555,0.02206983038,1470.954194,584.8679953,0,17610.23402,47229.437,0.01302374536,93723.21299,6905.502792,0,-6189.361319,716.1414736
1629,92a7f35f-8762-445a-bc8f-0d1012e09548,Residential,R243_1_1,30,155.5136625,619.75806,619.75806,90461.64601,90108.63,0,16283.09628,6563.66,8887.73,31734.48243,0,956453.3552,68479.46603,13874.37,11244.42,93598.25785,-36529.35,0.0497898809,-6575.283,0,0,-6575.283,109039.1104,0,-27652.71795,0,0,-27652.71795,-7963.618997,0,-1433.451419,-1412.153369,0,-2845.604788,906.3961628,-205778.2687,-6028.459581,0,0,-6028.459581,-98.84448389,0,-15.93867303,-861.5412352,0,-877.4799082,6842.60115,-125543.3494,-12.06557548,0,0,-12.06557548,-119923.1846,0.061975806,-21586.17323,0,0,-21586.17323,12201486.81,-90781.85075,0,0,-90781.85075,86456.24937,0.2091683453,13941.07021,5543.126915,0,166902.2121,447620.2588,0.12343344826,888268.2395,65447.38077,0,-58660.10038,6787.280394
1630,92d44476-1c6c-41ee-a938-830cb72ec1d0,Residential,R1661_1_1,290,209.1769125,5815.34694,646.14966,872457.3316,871982.5,0,157042.3197,34953.01,85914.68,277910.0074,0,5093335.189,660450.2,130186.75,108696.06,899333.0069,-335700.4,0.4575505326,-60426.072,0,0,-60426.072,563015.287,0,-254125.2028,0,0,-254125.2028,-74724.65524,0,-13450.43794,-13250.59294,0,-26701.03088,8504.9449,-1930869.644,-56566.56402,0,0,-56566.56402,-132.9528456,0,-21.43864635,-1158.834103,0,-1180.272749,9203.78415,-168864.7144,-16.22905529,0,0,-16.22905529,-125029.9592,0.064614966,-22505.39266,0,0,-22505.39266,12721071.43,-94647.67912,0,0,-94647.67912,90137.87757,0.2180755103,14534.73276,5779.173846,0,174009.5282,466681.5919,0.12868970292,926094.0002,68234.37332,0,-61158.06532,7076.308001
1631,92f6a115-44d2-4a9c-b7be-a7804f496f11,Residential,R1887_1_1,30,340.0682925,619.16634,68.79626,113152.255,112380.3,0,20367.4059,10492.97,8887.73,39748.10198,0,1529030.394,85656.25705,13861.13,11244.42,110761.8022,-50884.13,0.1492983196,-9159.1434,0,0,-9159.1434,106689.3525,0,-38519.28641,0,0,-38519.28641,-7956.015655,0,-1432.082818,-1410.805102,0,-2842.88792,905.5307723,-205581.7999,-6022.703851,0,0,-6022.703851,-216.1474067,0,-34.85376933,-1883.968598,0,-1918.822368,14963.00487,-274530.9433,-26.38430338,0,0,-26.38430338,-13312.07631,0.006879626,-2396.173736,0,0,-2396.173736,1354426.369,-10077.24177,0,0,-10077.24177,9597.07827,0.02321873775,1547.528871,615.3149512,0,18526.98451,49688.09879,0.01370173322,98602.23965,7264.98825,0,-6511.566009,753.4222414
1632,9304adf2-04c8-4d08-8895-c1d3d7a3479a,Residential,R108_1_1,275,42.6893625,5508.07424,688.50928,790524.6049,790427.7,0,142294.4289,29794.21,81470.81,253559.4542,0,4341597.494,598427.1259,123307.91,103073.85,824808.8841,-321009.5,0.4198313658,-57781.71,0,0,-57781.71,533715.8867,0,-243004.1915,0,0,-243004.1915,-70776.33594,0,-12739.74047,-12550.45492,0,-25290.19539,8055.558576,-1828845.89,-53577.68631,0,0,-53577.68631,-27.13335881,0,-4.375254107,-236.4978453,0,-240.8730994,1878.33195,-34462.3454,-3.312067359,0,0,-3.312067359,-133226.5457,0.068850928,-23980.77822,0,0,-23980.77822,13555026.45,-100852.4951,0,0,-100852.4951,96047.04456,0.232371882,15487.58594,6158.039028,0,185417.0672,497275.8275,0.13712621114,986805.9256,72707.61273,0,-65167.40335,7540.20938
1633,933f09bb-2b59-4759-95f6-14d4ad8f5233,Residential,R789_1_1,12,191.064,247.41943,247.41943,39258.12528,38824.41,0,7066.46255,5368.59,3555.09,15990.14379,0,782308.3771,29718.40084,5538.92,4497.77,39755.08698,-17362.69,0.03145914366,-3125.2842,0,0,-3125.2842,48913.15228,0,-13143.55633,0,0,-13143.55633,-3179.231058,0,-572.2615905,-563.7589958,0,-1136.020586,361.8509164,-82150.67334,-2406.677911,0,0,-2406.677911,-121.4402784,0,-19.58224489,-1058.489086,0,-1078.071331,8406.816,-154242.4898,-14.82375938,0,0,-14.82375938,-47875.65971,0.024741943,-8617.618747,0,0,-8617.618747,4871070.028,-36241.8744,0,0,-36241.8744,34515.01049,0.08350405763,5565.545441,2212.923704,0,66630.59805,178698.6833,0.04927702499,354613.898,26127.86294,0,-23418.24905,2709.613888
1634,93759f9b-4df6-4a62-906c-d3e9e347e5f4,Residential,R1559_1_1,4,585.7256475,95.84998,95.84998,17945.95722,16616.36,0,3230.2723,12983.04,1185.03,17398.34153,0,1891881.855,13585.08962,2145.77,1499.26,17230.11563,-8172.278,0.0195806006,-1471.01004,0,0,-1471.01004,22384.87543,0,-6186.414446,0,0,-6186.414446,-1231.630165,0,-221.6934297,-218.399535,0,-440.0929647,140.1805958,-31825.06886,-932.3440348,0,0,-932.3440348,-372.2872216,0,-60.03131448,-3244.903308,0,-3304.934622,25771.92849,-472845.655,-45.44370506,0,0,-45.44370506,-18546.97113,0.009584998,-3338.454803,0,0,-3338.454803,1887046.481,-14040.05715,0,0,-14040.05715,13371.07221,0.03234936825,2156.085394,857.2838955,0,25812.61096,69227.64806,0.01908985830,137376.9838,10121.90166,0,-9072.200607,1049.701056
1635,938f268c-5330-4e34-98e8-3335f9a91d51,Residential,R946_1_1,78,258.76905,1560.63088,195.07886,269992.6057,269405.2,0,48598.66903,13697.77,23108.09,85404.52006,0,1996031.48,204384.4025,34937.46,29235.49,268557.3556,-116885.8,0.2234730144,-21039.444,0,0,-21039.444,199794.9222,0,-88482.5506,0,0,-88482.5506,-20053.42169,0,-3609.615904,-3555.98466,0,-7165.600565,2282.422662,-518176.2711,-15180.44022,0,0,-15180.44022,-164.4736082,0,-26.52136932,-1433.573124,0,-1460.094493,11385.8382,-208899.5445,-20.07667657,0,0,-20.07667657,-37747.75941,0.019507886,-6794.596694,0,0,-6794.596694,3840615.056,-28575.05387,0,0,-28575.05387,27213.50097,0.06583911525,4388.177031,1744.788732,0,52535.16714,140895.7066,0.03885267159,279596.7761,20600.62023,0,-18464.2141,2136.406135
1636,93c1302e-df1c-4fd9-9831-4529bec43e37,Residential,R1992_1_1,78,76.5719925,1569.97094,784.98547,220707.2184,220533.4,0,39727.29932,9864.57,23108.09,72699.9513,0,1437459.67,167075.3643,35146.55,29235.49,231457.411,-87027.7,0.1120703686,-15664.986,0,0,-15664.986,200491.2353,0,-65879.9689,0,0,-65879.9689,-20173.43736,0,-3631.218725,-3577.266509,0,-7208.485234,2296.0825,-521277.4512,-15271.29208,0,0,-15271.29208,-48.66915843,0,-7.847901797,-424.2066449,0,-432.0545467,3369.16767,-61815.17593,-5.940861661,0,0,-5.940861661,-151894.6884,0.078498547,-27341.04392,0,0,-27341.04392,15454401.44,-114984.2792,0,0,-114984.2792,109505.4731,0.2649325961,17657.75753,7020.923756,0,211398.3179,566955.7557,0.15634078788,1125080.425,82895.64311,0,-74298.87474,8596.768375
1637,93d50e97-d098-4a2a-88b8-acb3e34c892d,Residential,R2086_1_1,34,275.50761,683.1355,683.1355,103412.0023,102786.6,0,18614.16041,9452.80,10072.76,38139.71179,0,1377456.667,78282.88572,15293.19,12743.68,106319.7488,-39690.9,0.05227372189,-7144.362,0,0,-7144.362,118977.7006,0,-30046.0113,0,0,-30046.0113,-8777.991279,0,-1580.03843,-1556.562407,0,-3136.600837,999.0856688,-226821.4801,-6644.939398,0,0,-6644.939398,-175.1126369,0,-28.2369127,-1526.304267,0,-1554.541179,12122.33484,-222412.2793,-21.37534292,0,0,-21.37534292,-132186.7193,0.06831355,-23793.60947,0,0,-23793.60947,13449230.16,-100065.3465,0,0,-100065.3465,95297.40225,0.2305582313,15366.70611,6109.975846,0,183969.8964,493394.6149,0.13605594801,979103.9554,72140.1335,0,-64658.77508,7481.358428
1638,9418e62e-1b74-4312-9ffd-817d23e5f062,Residential,R2108_1_1,2,28.7819455,44.74365,44.74365,8407.815016,8342.48,0,1513.406703,847.91,592.52,2953.833219,0,123557.2336,6364.715967,1001.67,749.63,8116.009095,-3869.058,0.01337813888,-696.43044,0,0,-696.43044,12418.9029,0,-2928.876906,0,0,-2928.876906,-574.93626,0,-103.4885268,-101.9509066,0,-205.4394334,65.43758813,-14856.23411,-435.2267488,0,0,-435.2267488,-18.29380456,0,-2.949875985,-159.4511535,0,-162.4010295,1266.405602,-23235.14077,-2.233056121,0,0,-2.233056121,-8657.896275,0.004474365,-1558.42133,0,0,-1558.42133,880890.6094,-6554.02748,0,0,-6554.02748,6241.739175,0.01510098188,1006.480442,400.1879872,0,12049.5636,32316.10121,0.00891132099,64128.83636,4724.996555,0,-4234.986473,490.010083
1639,9474ef1c-99f4-4fa9-8196-ba55db88181c,Residential,R1432_1_1,8,198.7180275,169.59021,169.59021,28510.92992,28059.84,0,5131.967386,5123.54,2370.06,12625.56728,0,746599.62,21582.77395,3796.57,2998.51,28377.86042,-13339.19,0.0260453612,-2401.0542,0,0,-2401.0542,35609.8572,0,-10097.76683,0,0,-10097.76683,-2179.159748,0,-392.2487547,-386.4207693,0,-778.669524,248.0256821,-56309.03743,-1649.62393,0,0,-1649.62393,-126.3051783,0,-20.36671,-1100.89218,0,-1121.25889,8743.59321,-160421.4469,-15.41759947,0,0,-15.41759947,-32815.70564,0.016959021,-5906.827014,0,0,-5906.827014,3338807.259,-24841.48917,0,0,-24841.48917,23657.8343,0.05723669588,3814.82578,1516.817801,0,45671.01749,122486.5292,0.03377625200,243065.1685,17908.98056,0,-16051.71338,1857.267185
1640,94b510e1-c6f2-46a2-949d-14e667f136b9,Residential,R673_1_1,1,42.16791974,29.3844,29.3844,5403.047178,5307.326,0,972.548492,1052.59,296.26,2321.395609,0,153382.8221,4090.106714,657.82,374.81,5122.742076,-2546.108,0.01084147591,-458.29944,0,0,-458.29944,9111.192254,0,-1927.403756,0,0,-1927.403756,-377.5766402,0,-67.96379524,-66.95399725,0,-134.9177925,42.974685,-9756.502332,-285.8255167,0,0,-285.8255167,-26.80192979,0,-4.321811178,-233.6090674,0,-237.9308785,1855.388469,-34041.39415,-3.271611062,0,0,-3.271611062,-5685.8814,0.00293844,-1023.458652,0,0,-1023.458652,578505.375,-4304.21222,0,0,-4304.21222,4099.1238,0.009917235,660.9837128,262.8145869,0,7913.283712,21222.8829,0.00585231246,42115.1913,3103.036717,0,-2781.23346,321.8032566
1641,94cdae8d-d9ff-442e-8fe8-ad84bc0cb776,Residential,R287_1_1,9,120.6535753,186.26392,186.26392,31637.22362,31363.34,0,5694.700251,3547.61,2666.32,11908.63065,0,516956.3427,23949.37828,4169.84,3373.33,31492.54901,-14333.81,0.02729570809,-2580.0858,0,0,-2580.0858,38501.95458,0,-10850.69417,0,0,-10850.69417,-2393.409602,0,-430.8137284,-424.4127492,0,-855.2264776,272.410983,-61845.20936,-1811.811069,0,0,-1811.811069,-76.68741246,0,-12.36584526,-668.4173507,0,-680.783196,5308.757313,-97401.43544,-9.360944861,0,0,-9.360944861,-36042.06852,0.018626392,-6487.572334,0,0,-6487.572334,3667070.925,-27283.84587,0,0,-27283.84587,25983.81684,0.062864073,4189.890465,1665.947754,0,50161.28436,134529.1162,0.03709705354,266962.7633,19669.74935,0,-17629.88003,2039.86932
1642,94cdd01b-b8ad-4ee1-a460-5348a02123ca,Residential,R429_1_1,12,407.9373158,250.00964,250.00964,41687.91771,40761.9,0,7503.825187,10003.22,3555.09,21062.1356,0,1457664.176,31557.7537,5596.90,4497.77,41652.42625,-18191.57,0.03162338628,-3274.4826,0,0,-3274.4826,49348.49099,0,-13771.01849,0,0,-13771.01849,-3212.51412,0,-578.2525416,-569.660934,0,-1147.913476,365.6390985,-83010.70077,-2431.873189,0,0,-2431.873189,-259.2849579,0,-41.80969946,-2259.961043,0,-2301.770743,17949.2419,-329320.3706,-31.6499425,0,0,-31.6499425,-48376.86534,0.025000964,-8707.835761,0,0,-8707.835761,4922064.787,-36621.28706,0,0,-36621.28706,34876.34478,0.0843782535,5623.810596,2236.090588,0,67328.14732,180569.4625,0.04979290138,358326.3165,26401.393,0,-23663.41243,2737.980572
1643,94d5ccb1-eaf0-49b3-b01b-afbe0833c9d2,Residential,R363_1_1,3,0,67.96301,67.96301,12522.32,12522.32,0,2254.0176,356.40,888.77,3499.191387,0,51934.61372,9479.39624,1521.47,1124.44,12125.30949,-6414.992,0.0164879362,-1154.69856,0,0,-1154.69856,17082.39976,0,-4856.148944,0,0,-4856.148944,-873.2948427,0,-157.1930717,-154.8575157,0,-312.0505874,99.39590213,-22565.75821,-661.084196,0,0,-661.084196,0,0,0,0,0,0,0,0,0,0,0,0,-13150.84244,0.006796301,-2367.151638,0,0,-2367.151638,1338021.759,-9955.187723,0,0,-9955.187723,9480.839895,0.02293751588,1528.785433,607.8623487,0,18302.58845,49086.28397,0.01353577988,97407.98408,7176.995801,0,-6432.698897,744.296904
